univers,type,valeur,genre,signification,culture,origine
reel,hindou,Damayanti,f,princesse|dominante|[Celle qui Soumet, nom d'une princesse de la mythologie],,
reel,irlandais,Damhnait,f,petit|faon,,
reel,hindou,Damia,f,Satisfaction|Accomplissement,,
reel,français,Damien,m,ange,perse,
reel,hindou,Damini,f,Éclair,,
reel,hindou,Damodar,m,cordelette|ventre|[Cordelette autour du Ventre, [un nom de Ganesh],,
reel,hindou,Danam,f,Lumière|Divine,,
fantastic,Nain,Danek,m,Volonté des tempêtes,,fantastic
fantastic,Nain,Danen,m,Montagne de la terre,,fantastic
fantastic,Nain,Dani,m,Forge du dragon,,fantastic
fantastic,Nain,Dania,f,Colère argentée,,fantastic
reel,français,Daniel,m,juger|Dieu,hébreu,
reel,français,Danièle,f,,hébreu,daniel
reel,français,Danielle,f,,hébreu,daniel
fantastic,Nain,Danilinne,f,Volonté du tunnel,,fantastic
fantastic,Nain,Danime,f,Gueule loyale,,fantastic
fantastic,Nain,Danina,f,Cervoise loyale,,fantastic
fantastic,Nain,Danîs,f,Ours argenté,,fantastic
fantastic,Nain,Danok,m,Roche de charbon,,fantastic
fantastic,Nain,Danöm,m,Combat doré,,fantastic
fantastic,Nain,Danonde,f,Sanglier noir,,fantastic
fantastic,Nain,Danor,m,Sceptre du dragon,,fantastic
fantastic,Nain,Danund,m,Pic des tréfonds,,fantastic
fantastic,Nain,Danur,m,Barbe tranchante,,fantastic
reel,hindou,Danvir,m,Charitable,,
fantastic,Nain,Daöm,m,Protecteur puissant,,fantastic
fantastic,Nain,Daond,m,Nuit qui gronde,,fantastic
fantastic,Nain,Daonde,f,Montagne d'acier,,fantastic
fantastic,Nain,Daore,f,Roche noire,,fantastic
reel,français,Daphné,f,fleur,,
reel,français,Daphnée,f,fleur,,
fantastic,Nain,Darane,f,Colère d'acier,,fantastic
fantastic,Nain,Dareka,f,Etoile des braves,,fantastic
fantastic,Nain,Daria,f,Combat de la lanterne,,fantastic
reel,hindou,Darika,f,Vierge,,
fantastic,Nain,Darilia,f,Couronne dorée,,fantastic
fantastic,Nain,Darilinne,f,Combat de la terre,,fantastic
fantastic,Nain,Darin,m,Pierre qui gronde,,fantastic
reel,irlandais,Darina,f,,,daire
fantastic,Nain,Darïne,f,Pic d'acier,,fantastic
fantastic,Nain,Darinn,m,Pierre brûlante,,fantastic
fantastic,Nain,Darinna,f,Hache puissante,,fantastic
fantastic,Nain,Darinne,f,Sanglier de charbon,,fantastic
warcraft,elfe,Darksorrow,f,,Chasseur de Demon,warcraft
warcraft,elfe,Darkweaver,f,,Chasseur de Demon,warcraft
reel,hindou,Darpan,m,Miroir,,
reel,hindou,Darpana,f,Miroir,,
reel,hindou,Darshana,f,Vision|Démonstration|Vue|philosophique,,
reel,hindou,Daruka,m,cèdre|montagne|[nom du cèdre de l'Himalaya],,
fantastic,Nain,Darund,m,Sceptre de la lanterne,,fantastic
fantastic,Nain,Darunda,f,Couronne tranchante,,fantastic
fantastic,Nain,Darura,f,Couronne du dragon,,fantastic
reel,hindou,Dasharath,m,[nom du père de Rama],,
fantastic,Nain,Dasil,m,Pierre brûlante,,fantastic
reel,hindou,Dattatreya,m,[nom d'une divinité à trois têtes (celles de Brahma, Vishnu et Shiva)],,
fantastic,Nain,Daunda,f,Cervoise de la lanterne,,fantastic
fantastic,Nain,Daur,m,Sceptre brisé,,fantastic
reel,irlandais,Davan,f,,,dahey
reel,français,David,m,Bien-Aimé,hébreu,
reel,hindou,Daya,f,Miséricorde,,
reel,hindou,Dayamayi,f,Miséricordieuse,,
reel,hindou,Dayanand,m,Joie|Compassion,,
reel,hindou,Dayanita,f,Tendre,,
reel,hindou,Dayaram,m,[Compassion de Rama],,
reel,hindou,Dayita,f,Bien-aimée,,
reel,irlandais,Deaglán,m,,irlandais,
reel,irlandais,Dearbháil,f,sœur,celtique,derdre
reel,irlandais,Dearg,m,fils,celtique,
reel,irlandais,Declan,m,,anglais,Deaglán
reel,irlandais,Deichtire,f,adresse,,
reel,irlandais,Deirbhile,f,sœur|poète,celtique,
reel,irlandais,Deirdriu,f,,,derdre
reel,irlandais,Deitchtine,f,,,deichtire
warcraft,elfe,Delas,f,,Pretresse de la lune,warcraft
fantastic,elfe,Deldúwath,m,horreur des Ombres de la Nuit,,fantastic
reel,français,Delphine,f,,,
reel,nord-amérindien,Dena,f,vallée,,
fantastic,elfe,Denethor,m,les marches de la pluie,,fantastic
reel,français,Denis,m,théâtre|vin|plaisirs,grec,
reel,français,Denise,f,,grec,denis
reel,irlandais,Deoch,f,boisson|filtre,,
reel,irlandais,Derb,f,,irlandais,
reel,irlandais,Derdre,f,douleur,celtique,
reel,irlandais,Derdriu,f,,,derdre
reel,irlandais,Dergdamsa,m,rouge|danse,,
reel,irlandais,Dergnat,f,petite|rouge,,
reel,irlandais,Dermaid,m,,,diarmaid
reel,irlandais,Dermod,m,,,diarmaid
reel,irlandais,Dermot,m,,,diarmaid
reel,irlandais,Derval,f,,anglais,Dearbháil
reel,irlandais,Dervila,f,,,deirbhile
fantastic,Nain,Desil,m,Armure puissante,,fantastic
reel,français,Désiré,m,,,
reel,irlandais,Desmumhnach,m,homme|muman,,
warcraft,mort-vivant,Dethecus,m,,Seigneur de L'effroi,warcraft
reel,hindou,Dev,m,Dieu,,devin
reel,hindou,Devadas,m,Serviteur|Dieu,,
reel,hindou,Devadutt,m,Don|Dieu,,
reel,hindou,Devahuti,f,fille|origine|[une des trois filles de Manu, le premier homme],,
reel,hindou,Devak,f,Divine,,
reel,hindou,Devaki,f,mère|la mère de Krishna],,
reel,hindou,Devanand,m,Joie|Dieu,,
reel,hindou,Devangana,f,nymphe|[nom d'une nymphe céleste],,
reel,hindou,Devangi,f,ange|[Pareille à une Déesse],,
reel,hindou,Devapria,f,Chérie|Dieux,,
reel,hindou,Devarsi,m,sage,,
reel,hindou,Devashri,f,Divine|Beauté,,
reel,hindou,Devdan,m,Don|Dieu,,
reel,hindou,Devdas,m,Serviteur|Dieu,,
reel,hindou,Devendra,m,roi|dieu|[un nom du Roi|Dieux, Indra],,
reel,hindou,Devesh,m,dieu|[Dieu des Dieux],,
reel,hindou,Deveshwar,m,[un nom de Shiva],,
reel,hindou,Devi,f,Brillante|Déesse,,
reel,hindou,Devika,f,Petite|Déesse,,
reel,hindou,Devilal,m,Fils|Déesse,,
reel,irlandais,Devin,m,,,
reel,hindou,Devina,f,ange|[Pareille à une Déesse],,
reel,hindou,Deviprasad,m,Don|Déesse,,
reel,hindou,Devkanya,f,Jeune|Fille|Divine,,
reel,hindou,Devkumar,m,Fils|Dieu,,
reel,hindou,Devmani,m,Bijou|Dieux,,
reel,irlandais,Devnet,m,,,devin
reel,hindou,Devraj,m,Roi|Dieux,,
reel,hindou,Devyani,f,ange|[Pareille à une Déesse],,
reel,nord-amérindien,Dezba,f,qui va à la guerre,Peuple Navajo,
reel,hindou,Dhairya,m,Patience,,
reel,hindou,Dhananjay,m,richesse|hero|[Qui gagne la Richesse, un des noms d'Arjuna, héros du Mahâbhârata],,
reel,hindou,Dhanesh,m,Dieu|Richesse,,
reel,hindou,Dhanishtha,f,étoile,,
reel,hindou,Dhanraj,m,enfer|[un nom de Kuvera, divinité des Enfers],,
reel,hindou,Dhanvant,m,Riche,,
reel,hindou,Dhanya,f,Grande,,
reel,hindou,Dhanyata,f,Réussite,,
reel,hindou,Dhara,f,terre,,
reel,hindou,Dharani,f,terre,,
reel,hindou,Dharanidhar,m,serpent|cospmique|[un nom de Shesha, le Serpent cosmique],,
reel,hindou,Dharitri,f,terre,,
reel,hindou,Dharma,m,Loi|Religion,,
reel,hindou,Dharmadev,m,Dieu|Loi,,
reel,hindou,Dharmavira,m,Héros|Loi,,
reel,hindou,Dharmendra,m,Roi|Loi,,
reel,hindou,Dharmesh,m,Maître|Loi,,
reel,hindou,Dharuna,m,sage,,
reel,hindou,Dhatri,f,[un nom de la déesse Parvati],,
reel,hindou,Dhaval,m,à la Peau Claire,,
reel,hindou,Dhiman,m,Intelligent,,
reel,hindou,Dhiraj,m,Empereur,,
reel,hindou,Dhiren,m,Fort, Roi Fort,,
reel,hindou,Dhirendra,m,Seigneur des Braves,,
reel,hindou,Dhriti,f,Patience|Courage,,
reel,hindou,Dhritman,m,Patient,,
reel,hindou,Dhruv,m,Inébranlable, nom de l'Etoile Polaire et nom d'un dévot de Vishnu dans la mythologie,,
reel,hindou,Dhruva,m,Inébranlable, nom de l'Etoile Polaire et nom d'un dévot de Vishnu dans la mythologie,,
reel,hindou,Dhruvi,f,Solide,,
warcraft,elfe,Diana,f,,Pretresse de la lune,warcraft
reel,irlandais,Diancecht,m,prise|rapide,,
reel,français,Diane,f,chasse,latin,
reel,irlandais,Diarmaid,m,oubli,,
reel,irlandais,Diarmait,m,,,diarmaid
reel,irlandais,Diarmoid,m,,,diarmaid
reel,irlandais,Diarmuid,m,,,diarmaid
reel,hindou,Diba,f,Soie,,
reel,français,Didier,m,roi|lombards,latin,
reel,irlandais,Dierdre,f,,,derdre
reel,français,Dieudonné,m,,latin,adéodat
reel,français,Dieudonnée,f,,latin,adéodat
reel,hindou,Diksha,f,Initiation,,
reel,hindou,Dilip,m,Protecteur de Delhi, nom d'un roi, ancêtre de Rama,,
reel,irlandais,Dillon,m,vague,celtique,dylan
reel,hindou,Dilshad,f,Heureuse,,
fantastic,elfe,Dimrost,m,les marches de la pluie,,fantastic
warcraft,mort-vivant,Din,m,,liche,warcraft
reel,hindou,Dina,f,Douleur,,
reel,hindou,Dinabandhu,m,Ami des pauvres,,
reel,hindou,Dinesh,m,Seigneur du Jour, soleil|[un nom du Soleil],,
reel,hindou,Dinkar,m,soleil|[un nom du Soleil],,
fantastic,elfe,Dior,m,ami des elfes, ou, ami des étoiles.,,fantastic
reel,hindou,Dipa,f,Lumière|Lampe,,
reel,hindou,Dipak,m,Petite Lampe,,
reel,hindou,Dipali,f,Rangée|Lampes|Fête|Lumière,,
reel,hindou,Dipamala,f,Rangée|Lampes,,
reel,hindou,Dipankar,m,Celui qui Allume la Lampe,,
reel,hindou,Dipanvita,f,Éclairée|lampes,,
reel,hindou,Dipaprabha,f,Illuminée,,
reel,hindou,Dipashikha,f,Flamme|Lampe,,
reel,hindou,Dipendu,m,Lune Brillante,,
reel,hindou,Dipesh,m,Seigneur de la Lumière,,
reel,hindou,Dipika,f,Petite|Lumière,,
reel,hindou,Dipta,f,Brillante,,
reel,hindou,Dipti,f,Flamme|Éclat,,
reel,hindou,Diptikana,f,rayon|lumière,,
reel,hindou,Diptimoyi,f,Éclatante,,
reel,hindou,Disha,f,Direction,,
fantastic,Nain,Disur,m,Etoile du tunnel,,fantastic
reel,irlandais,Dithorba,m,désert,,
reel,hindou,Diti,f,divinité|védique,,
reel,hindou,Divakar,m,soleil|[un nom du Soleil],,
reel,hindou,Divya,f,Eclat|Divin,,
reel,hindou,Divyendu,m,Lune Brillante,,
reel,hindou,Divyesh,m,soleil|[un nom du Soleil],,
fantastic,Nain,Doiran,m,Hache de la caverne,,fantastic
fantastic,Nain,Dolgan,m,Lame magnanime,,fantastic
fantastic,Nain,Dolgaran,m,Roche roulante,,fantastic
fantastic,Nain,Dolgarane,f,Combat solide,,fantastic
fantastic,Nain,Dolgaren,m,Gemme d'or,,fantastic
fantastic,Nain,Dolgari,m,Mort solide,,fantastic
fantastic,Nain,Dolgaria,f,Glaive de charbon,,fantastic
fantastic,Nain,Dolgarin,m,Masse argentée,,fantastic
fantastic,Nain,Dolgarinn,m,Masse loyale,,fantastic
fantastic,Nain,Dolgarinna,f,Charge loyale,,fantastic
fantastic,Nain,Dolgarira,f,Colère de fer,,fantastic
fantastic,Nain,Dolgarîs,f,Pierre noire,,fantastic
fantastic,Nain,Dolgarok,m,Montagne de fer,,fantastic
fantastic,Nain,Dolgaronde,f,Tonnerre tranchant,,fantastic
fantastic,Nain,Dolgarunda,f,Glaive blanc,,fantastic
fantastic,Nain,Dolgarura,f,Hache puissante,,fantastic
fantastic,Nain,Dolgek,m,Gemme roulante,,fantastic
fantastic,Nain,Dolgena,f,Roche magnanime,,fantastic
fantastic,Nain,Dolgi,m,Masse des braves,,fantastic
fantastic,Nain,Dolgia,f,Gemme tranchante,,fantastic
fantastic,Nain,Dolgilin,m,Nuit argentée,,fantastic
fantastic,Nain,Dolgin,m,Volonté de la caverne,,fantastic
fantastic,Nain,Dolgïne,f,Cervoise de charbon,,fantastic
reel,nord-amérindien,Doli,f,oiseau bleu,Peuple Navajo,
fantastic,Nain,Dolin,m,Armure des tréfonds,,fantastic
reel,irlandais,Dominic,m,relatif|seigneur,latin,dominique
reel,français,Dominique,x,relatif au Seigneur,latin,
reel,irlandais,Domnall,m,monde|valeur,,
reel,irlandais,Donal,m,,,domnall
fantastic,Nain,Donar,m,Combat de la lanterne,,fantastic
reel,irlandais,Dond,m,brun,,
reel,irlandais,Donn,m,,,dond
reel,irlandais,Donnel,m,,,dond
reel,irlandais,Donnfhlaidh,f,princesse|brune,gaélique,
reel,nord-amérindien,Donoma,f,le soleil est là,Peuple Sioux|tribu Omaha,
reel,français,Dorian,m,don,grec,
reel,français,Doriane,f,,grec,dorian
reel,français,Dorianne,f,,grec,doriane
warcraft,humain,Doril,m,,archimage,warcraft
reel,français,Dorine,f,,grec,doriane
reel,français,Dorothée,x,cadeau|Dieu,grec,
reel,français,Douce,f,,,
reel,hindou,Doyel,f,oiseau|chant|reconnaissance,,
reel,hindou,Draupadi,f,[nom de l'épouse des Pandavas],,
reel,hindou,Drisana,f,Fille|Soleil,,
reel,hindou,Drishti,f,Vision|déesse|[une des formes de la Déesse],,
reel,hindou,Drishya,f,Vision|déesse|[une des formes de la Déesse],,
reel,hindou,Dristi,f,Vision|déesse|[une des formes de la Déesse],,
reel,irlandais,Dron,f,solide|ferme,,
reel,irlandais,Drucht,f,rosée,,
reel,hindou,Drupad,m,le père de Draupadi,,
reel,irlandais,Duach,m,,irlandais,
reel,irlandais,Duane,m,,anglais,dubhan
reel,irlandais,Dub,m,,,dubhan
reel,irlandais,Dubhain,f,chant,,
reel,irlandais,Dubhan,m,petit|sombre,,
reel,irlandais,Dubheasa,f,sombre|cascade,,
reel,irlandais,Dubt,m,,,
fantastic,Nain,Dubur,m,Mort levée,,fantastic
warcraft,mort-vivant,Duc Dreadmoore,m,,Chevalier de la mort,warcraft
warcraft,mort-vivant,Duc Ragereaver,m,,Chevalier de la mort,warcraft
warcraft,mort-vivant,Duc Wintermaul,m,,Chevalier de la mort,warcraft
fantastic,Nain,Duerane,f,Paix d'acier,,fantastic
fantastic,Nain,Duerek,m,Gueule de feu,,fantastic
fantastic,Nain,Duereka,f,Glaive des ténèbres,,fantastic
fantastic,Nain,Duerena,f,Barbe de fer,,fantastic
fantastic,Nain,Dueri,m,Cervoise des profondeurs,,fantastic
fantastic,Nain,Dueria,f,Roi des tréfonds,,fantastic
fantastic,Nain,Duerie,f,Gueule brisée,,fantastic
fantastic,Nain,Duerim,m,Volonté du dragon,,fantastic
fantastic,Nain,Duerin,m,Combat d'acier,,fantastic
fantastic,Nain,Duerina,f,Fureur rouge,,fantastic
fantastic,Nain,Duerine,f,Lumière levée,,fantastic
fantastic,Nain,Duerinne,f,Masse rouge,,fantastic
fantastic,Nain,Duerîs,f,Forge du dragon,,fantastic
fantastic,Nain,Duerond,m,Bière magnanime,,fantastic
fantastic,Nain,Dueronde,f,Nuit des neiges,,fantastic
fantastic,Nain,Duerore,f,Etoile de charbon,,fantastic
fantastic,Nain,Duerund,m,Ours des tréfonds,,fantastic
fantastic,Nain,Duerunda,f,Nuit des braves,,fantastic
fantastic,Nain,Duerura,f,Masse levée,,fantastic
reel,irlandais,Duff,m,,anglais,dubh
reel,irlandais,Duffy,m,,,dubtach
reel,irlandais,Dunflaith,f,,,donnfhlaidh
reel,irlandais,Dunlaith,f,,,donnfhlaidh
fantastic,Nain,Duran,m,Casque tranchant,,fantastic
fantastic,Nain,Durane,f,Dent puissante,,fantastic
fantastic,Nain,Dureka,f,Lame dorée,,fantastic
fantastic,Nain,Durena,f,Armure des neiges,,fantastic
reel,hindou,Durga,f,Inaccessible|[nom d'une forme de Parvati],,
reel,hindou,Durgavati,f,princesse|[nom d'une princesse de la dynastie des Chandela],,
fantastic,Nain,Duri,m,Etoile des mineurs,,fantastic
fantastic,Nain,Durie,f,Gemme d'acier,,fantastic
fantastic,Nain,Durim,m,Ours brisé,,fantastic
fantastic,Nain,Durin,m,Gemme des profondeurs,,fantastic
fantastic,Nain,Durina,f,Gueule de la lanterne,,fantastic
fantastic,Nain,Durinna,f,Glaive de charbon,,fantastic
fantastic,Nain,Durir,m,Protecteur du dragon,,fantastic
fantastic,Nain,Durira,f,Gueule des profondeurs,,fantastic
fantastic,Nain,Durîs,f,Poing de charbon,,fantastic
reel,hindou,Durjaya,m,Difficile à Vaincre,,
warcraft,orc,Durn,x,,chef-tauren,warcraft
fantastic,Nain,Duröm,m,Glaive des tempêtes,,fantastic
fantastic,Nain,Durome,f,Roche dorée,,fantastic
reel,hindou,Durva,f,herbre|sacrée,,
reel,hindou,Dushyanta,m,Destructeur du Mal, nom d'un roi du Mahâbhârata,,
reel,hindou,Dvijaraj,m,le Roi des Brahmanes, nom de la Lune,,
reel,hindou,Dvijesh,m,rivière,,
reel,hindou,Dvipavati,f,rivière,,
fantastic,Nain,Dwalan,m,Pic de la caverne,,fantastic
fantastic,Nain,Dwaleka,f,Colère de feu,,fantastic
fantastic,Nain,Dwalilin,m,Pic de la lanterne,,fantastic
fantastic,Nain,Dwalim,m,Nuit des ténèbres,,fantastic
fantastic,Nain,Dwalina,f,Poing de charbon,,fantastic
fantastic,Nain,Dwaline,f,Bouclier des mineurs,,fantastic
fantastic,Nain,Dwalinna,f,Dent de feu,,fantastic
fantastic,Nain,Dwalir,m,Glaive de la caverne,,fantastic
fantastic,Nain,Dwalöm,m,Dent de la caverne,,fantastic
fantastic,Nain,Dwalond,m,Forge noire,,fantastic
fantastic,Nain,Dwalore,f,Armure des braves,,fantastic
fantastic,Nain,Dwalunda,f,Protecteur du dragon,,fantastic
reel,irlandais,Dwayne,m,,,dubhan
fantastic,Nain,Dwilek,m,Cervoise argentée,,fantastic
fantastic,Nain,Dwileka,f,Montagne de fer,,fantastic
fantastic,Nain,Dwilena,f,Armure des mineurs,,fantastic
fantastic,Nain,Dwili,m,Pierre des braves,,fantastic
fantastic,Nain,Dwililin,m,Lame rouge,,fantastic
fantastic,Nain,Dwilim,m,Barbe de fer,,fantastic
fantastic,Nain,Dwilin,m,Hache argentée,,fantastic
fantastic,Nain,Dwilina,f,Hache des ténèbres,,fantastic
fantastic,Nain,Dwilöm,m,Pierre des neiges,,fantastic
fantastic,Nain,Dwilor,m,Glaive des tempêtes,,fantastic
fantastic,Nain,Dwilore,f,Etoile noire,,fantastic
fantastic,Nain,Dwilunda,f,Barbe hurlante,,fantastic
fantastic,Nain,Dwilur,m,Etoile des braves,,fantastic
fantastic,Nain,Dworken,m,Glaive loyal,,fantastic
fantastic,Nain,Dworkia,f,Masse roulante,,fantastic
fantastic,Nain,Dworkie,f,Volonté de feu,,fantastic
fantastic,Nain,Dworkin,m,Dent magnanime,,fantastic
fantastic,Nain,Dworkïne,f,Forge des mineurs,,fantastic
fantastic,Nain,Dworkinn,m,Lame des tréfonds,,fantastic
fantastic,Nain,Dworkunda,f,Tonnerre de fer,,fantastic
reel,nord-amérindien,Dyani,f,cerf,,
reel,irlandais,Dymp,f,,,
reel,hindou,Dyumna,f,Glorieuse,,
reel,irlandais,Eabha,f,vivante,hébreux,ève
reel,irlandais,Eachna,f,cheval,,
reel,irlandais,Eamon,m,,,
reel,irlandais,Eanna,f,oiseau,,
reel,irlandais,Eber,m,irlande,,
reel,irlandais,Eblend,f,,,eithne
reel,irlandais,Eblenn,f,,,eibhleann
reel,irlandais,Ebliu,f,,,eibhleann
reel,hindou,Ecchumati,f,rivière,,
reel,irlandais,Echna,f,cheval,celtique,
reel,irlandais,Echtach,m,donne|mort,irlandais,
reel,irlandais,Edbert,m,richesse|brillant,germanique,
reel,hindou,Edha,f,Sacrée,,
reel,français,Edith,f,richesse|courage|prospérité,,
reel,hindou,Ednit,m,Evolué,,
reel,français,Edouard,m,richesse|garder|protéger,anglo-saxon,
reel,nord-amérindien,Ehawee,f,elle rit,Peuple Sioux|tribus Dakota|Lakota,
reel,irlandais,Eibhleann,f,radieuse,celtique,
reel,irlandais,Eibhlin,f,belle,gaélique,
reel,irlandais,Eibhliu,f,,,eibhleann
reel,hindou,Eila,f,[un nom de la Terre],,
reel,irlandais,Eileánóir,f,,,ailionora
fantastic,elfe,Eilinel,f,étoile-reine,,fantastic
reel,irlandais,Eilis,f,,,
reel,irlandais,Eimer,f,,,emer
reel,irlandais,Einri,m,,,anrai
reel,irlandais,Eireann,f,irlande,irlandais,
reel,irlandais,Eireen,f,paix,grec,
reel,irlandais,Eithlenn,f,,,eithne
reel,irlandais,Eithliu,f,,,eithne
reel,irlandais,Eithne,f,jalousie,celtique,
reel,hindou,Eka,f,Unique,,
reel,hindou,Ekachakra,m,fils du sage Kashyapa,,
reel,hindou,Ekaja,f,Fille|Unique,,
reel,hindou,Ekalinga,m,Lingam Unique, nom de Shiva,,
reel,hindou,Ekambar,m,un nom du Ciel,,
reel,hindou,Ekani,f,Unique,,
reel,hindou,Ekantika,f,concentré|focalisé|[Concentrée sur une Seule Chose],,
reel,hindou,Ekaraj,m,Seul Roi,,
reel,hindou,Ekata,f,Unité,,
reel,hindou,Ekavali,f,Seule|Corde,,
reel,hindou,Eknath,m,nom d'un saint poète,,
reel,hindou,Ekram,m,l'Honneur,,
reel,hindou,Ekta,f,Unité,,
reel,hindou,Ela,f,Cardamome,,
reel,hindou,Elakshi,f,Yeux|Brillants,,
reel,irlandais,Elatha,m,,irlandais,
fantastic,elfe,Elbereth,f,étoile-reine,,fantastic
reel,irlandais,Elcmar,m,jaloux|grand,irlandais,
fantastic,elfe,Eledhwen,f,au teint d'elfe,,fantastic
reel,français,Eléis,m,palmier d'Afrique,,
reel,français,Eléna,f,rayon de soleil,grec,
fantastic,elfe,Elendë,m,ami des elfes, ou, ami des étoiles.,,fantastic
fantastic,elfe,Elendil,m,ami des elfes, ou, ami des étoiles.,,fantastic
fantastic,elfe,Elenna,f,vers les étoiles,,fantastic
fantastic,elfe,Elenwë,f,couronnée d'étoiles,,fantastic
reel,français,Eléonore,f,,,
fantastic,elfe,Elerinna,f,couronnée d'étoiles,,fantastic
reel,irlandais,Elgnat,f,noble,irlandais,
reel,français,Elia,f,,,elie
reel,français,Eliane,f,,,
reel,français,Elie,m,,,
reel,français,Eliette,f,,,elie
reel,français,Élisabeth,f,Dieu|promesse|demeure,hébreu,
reel,français,Elise,f,,,
reel,français,Elisée,m,Dieu | sauve,hébreu,
reel,irlandais,Elizabeth,f,Dieu|pleinitude,irlandais,
reel,français,Ella,f,Seigneur|Dieu|elfe,hébreu,
reel,français,Elodie,f,fleur des champs,grec,
reel,français,Eloïse,f,glorieux|combattant,germanique,
fantastic,elfe,Elrond,m,voûte étoilée,,fantastic
fantastic,elfe,Elros,m,écume d'étoile,,fantastic
reel,français,Elsa,f,,,
fantastic,elfe,Elwë,m,à la robe grise,,fantastic
fantastic,elfe,Elwing,f,pluie d'étoiles,,fantastic
reel,irlandais,Elwyn,m,,irlandais,
fantastic,elfe,Emeldiz,f,repos,,fantastic
reel,français,Emeline,f,,,
reel,irlandais,Emer,f,ambroisie,hébreux,eimer
reel,français,Emeric,m,maison|roi,germanique,
reel,français,Emile,m,rival,latin,
reel,français,Emilie,f,rival,latin,
reel,français,Emilien,m,rival,latin,
reel,français,Emma,f,,germanique,
reel,français,Emmanuel,m,Dieu est avec nous,hébreu,
reel,français,Emmanuelle,f,,hébreu,emmanuel
reel,irlandais,Ena,f,,,enat
reel,hindou,Enakshi,f,Yeux|Biche,,
reel,irlandais,Enat,f,feu,celtique,enat
reel,irlandais,Enda,f,oiseau,celtique,eanna
fantastic,elfe,Enetari,f,étoile-reine,,fantastic
reel,nord-amérindien,Enola,f,esprit ouvert,,
reel,irlandais,Enos,m,,,oengus
reel,irlandais,Eochaid,m,combat|if,irlandais,
reel,irlandais,Eochu,m,,,eochaid
reel,irlandais,Eog,m,,,
fantastic,elfe,Eöl,m,le manchot,,fantastic
reel,irlandais,Eolas,m,connaissance,irlandais,
fantastic,elfe,Eönwë,m,le manchot,,fantastic
reel,français,Epiphane,m,,,
reel,irlandais,Eranann,m,petit|irlandais,irlandais,
reel,irlandais,Erc,m,,irlandais,
fantastic,elfe,Erchamion,m,le manchot,,fantastic
reel,irlandais,Ercheus,m,,irlandais,
reel,irlandais,Eremon,m,,irlandais,
fantastic,elfe,Eressëa,m,le solitaire,,fantastic
reel,français,Eric,m,Riche|roi|seigneur|honneur,germanique,
reel,irlandais,Erin,f,,,eireann
reel,irlandais,Eriu,f,,,eireann
reel,irlandais,Erlina,f,fille|Irlande,irlandais,
reel,français,Ernest,m,,,
reel,français,Ernestine,f,,,ernest
fantastic,Nain,Erria,f,Montagne loyale,,fantastic
fantastic,Nain,Errilia,f,Forge du dragon,,fantastic
fantastic,Nain,Errïn,m,Pierre de la caverne,,fantastic
fantastic,Nain,Errinn,m,Hache levée,,fantastic
fantastic,Nain,Errinne,f,Couronne hurlante,,fantastic
fantastic,Nain,Errir,m,Gardien loyal,,fantastic
fantastic,Nain,Errome,f,Nuit des neiges,,fantastic
fantastic,Nain,Errore,f,Bière de feu,,fantastic
fantastic,Nain,Errura,f,Roi qui gronde,,fantastic
reel,irlandais,Eryn,f,,,eireann
reel,irlandais,Es,f,,irlandais,
reel,hindou,Esha,f,Désir,,
reel,hindou,Eshana,f,Recherche,,
reel,hindou,Eshita,f,désire|[Celle qui Désire],,
reel,hindou,Eshvar,m,[un nom de Shiva],,
reel,irlandais,Esras,m,opportunité,irlandais,esrais
fantastic,elfe,Estë,f,repos,,fantastic
reel,français,Estelle,f,étoile,latin,
reel,français,Estevan,m,Couronné,grec,
reel,français,Esther,f,étoile,,
reel,hindou,Eta,f,Lumineuse,,
reel,irlandais,Etain,f,,,
reel,irlandais,Etair,m,,,etar
reel,irlandais,Etan,f,,,etain
reel,nord-amérindien,Etania,f,riche,,
reel,irlandais,Etaoine,f,,,eithne
reel,irlandais,Etar,m,grand,irlandais,
reel,irlandais,Etarcomol,m,,,etarcumul
reel,irlandais,Etarcumul,m,grand|querelle,irlandais,
reel,irlandais,Etarscele,m,,irlandais,
reel,hindou,Etash,m,Lumineux,,
reel,tahitien,Eteroa,m,île,,
reel,tahitien,Etetiera,m,saint|Ezechiel,,
reel,irlandais,Ethain,m,,,etain
reel,irlandais,Ethel,f,,,eithne
reel,nord-amérindien,Ethete,f,elle rit,Tribu Arapaho,
reel,irlandais,Ethior,m,,irlandais,
reel,irlandais,Ethna,f,,,eithne
reel,irlandais,Ethne,f,,,eithne
reel,irlandais,Ethni,f,,irlandais,
reel,français,Etienne,m,Couronné,grec,
reel,français,Eudes,m,Richesse,germanique,
reel,français,Eudoxe,m,,,
reel,français,Eugène,m,Bien-né,grec,
reel,français,Eugénie,f,,grec,eugène
reel,français,Eulalie,f,,,
reel,français,Eusèbe,m,,,
reel,français,Eustache,m,,,
reel,français,Eva,f,,,
reel,français,Evangéline,f,bonne nouvelle|Annonciation,grec,
reel,français,Eve,f,,,
reel,irlandais,Evelyn,f,,anglais,aoibheann
reel,français,Evelyne,f,vie|source de vie|Grâce|Merci,hébreu,
reel,nord-amérindien,Eyota,f,la meilleure,Peuple Sioux,
reel,français,Fabien,m,fève,latin,
reel,français,Fabrice,m,forgeron,latin,
reel,irlandais,Faelan,m,,,faolan
fantastic,elfe,Falathar,m,esprit du feu,,fantastic
